"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Bacteria_name","Genus","Species","AbundLev"
"ASV9",31649.878841839,-2.03244139037338,1.4208682354014,-1.43042214593474,0.152595895914628,0.536041993341129,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sanguinis","Turicibacter","sanguinis","NS"
"ASV19",439.880130525104,0.474740660678223,1.75918923818968,0.269863327021465,0.787265401526952,0.982149461708405,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrionaceae UCG-001 sp.","Succinivibrionaceae UCG-001",NA,"NS"
"ASV24",371.477179037091,-0.940117535875244,2.14051285121662,-0.439202004949842,0.660515172425693,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV232",55.8259584392369,-2.63866265074911,2.89344103277654,-0.911946233173121,0.361797021975962,0.869582315977313,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella sp.","Weissella",NA,"NS"
"ASV40",4688.79289532892,-0.124111120601563,1.27162404808723,-0.0976004824604023,0.92224954138871,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1",1215318.09270974,-0.394848525105012,0.793345594522313,-0.497700532821081,0.618695132489543,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV28",1879.44485618591,0.851339310701444,2.02135124785543,0.421173366877568,0.673628490828864,0.982149461708405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"NS"
"ASV85",111.953399857208,0.168721337038996,2.89177132237442,0.0583453247957585,0.953473565016189,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV106",170.646336338068,0.108757800180719,2.78748943691807,0.0390163990364624,0.968877314028197,0.984197106931728,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister succinatiphilus","Dialister","succinatiphilus","NS"
"ASV73",53.9794175277102,25.8501044872509,2.92014496315417,8.85233603585528,8.57061914535886e-19,9.03211402241665e-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"High"
"ASV105",254.212482022058,1.78067020500889,2.40684439619413,0.739836030872875,0.459399493317549,0.949897215106751,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium sp.","Faecalibacterium",NA,"NS"
"ASV238",0.697252653181811,2.9464341454778,2.93101727451011,1.00525990450543,0.314771716530051,0.813655191785227,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV29",16268.6983417548,0.332299746787337,1.7990665348149,0.184706757841797,0.85345904539338,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus pontis","Lactobacillus","pontis","NS"
"ASV108",27.1262650070482,24.8535670457893,2.92037878181978,8.51039159731953,1.73346903964024e-17,1.39697210841596e-16,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus sp.","Ruminococcus",NA,"High"
"ASV45",4699.27549877054,-0.881574174741108,2.21743947314045,-0.397564030684715,0.690951578928751,0.982149461708405,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Pseudoscardovia suis","Pseudoscardovia","suis","NS"
"ASV56",189.032270609873,4.62451862228037,2.8246205166352,1.63721767049589,0.101584996126699,0.376139039712372,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio sp.","Anaerovibrio",NA,"NS"
"ASV53",196.262600420291,0.217881655351411,2.68143946301264,0.0812554817503198,0.935238777284125,0.982149461708405,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio sp.","Anaerovibrio",NA,"NS"
"ASV17",931.124247381014,0.233914668135549,2.5630716595177,0.0912634132826258,0.927283288601043,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus alactolyticus","Streptococcus","alactolyticus","NS"
"ASV72",209.104727680259,1.31311281792989,2.89158931946535,0.454114562220296,0.649746372616109,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV2",129074.613677504,0.389845235424414,0.590650383979197,0.66002705830484,0.509236465436492,0.968963830066658,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV58",918.650163281453,1.15080646311449,2.55376725185666,0.450630910971947,0.652255584345576,0.982149461708405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"NS"
"ASV77",949.045322142629,-2.97566222090522,2.44684416310623,-1.2161224918908,0.22393826370239,0.681767602827275,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus hyointestinalis","Streptococcus","hyointestinalis","NS"
"ASV187",3.63267198315359,5.19787597883727,2.92184036436569,1.77897329444475,0.0752441403622487,0.294527063703659,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV60",797.604647379409,-0.644955938644141,2.32617463833652,-0.277260326036982,0.781580221002612,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus delbrueckii","Lactobacillus","delbrueckii","NS"
"ASV133",17.6220361121094,24.4058117432379,2.92063179978197,8.35634664563326,6.46904344386574e-17,4.22028072290289e-16,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum sp.","Subdoligranulum",NA,"High"
"ASV147",2.57401225385653,21.7278969267913,2.92479404831593,7.42886390216161,1.09534374436289e-13,5.17455493026607e-13,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter sp.","Fibrobacter",NA,"High"
"ASV32",812.357541424959,-0.160985044442816,2.24854641771333,-0.0715951617340997,0.942924090572777,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV74",74.0540342214528,-0.486736910936593,2.89205778717284,-0.168301239724676,0.866346298615753,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003 sp.","Prevotellaceae UCG-003",NA,"NS"
"ASV66",133.221644666566,0.215724346304164,2.89168980618872,0.0746014824420226,0.940531794594092,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira sp.","Lachnospira",NA,"NS"
"ASV94",183.339191297432,-3.69484929384707,2.89245287856623,-1.27741036724463,0.201457406551085,0.668869904891281,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV171",1156.23757957992,1.35000079041198,1.24047589966455,1.08829263895982,0.276465939122097,0.789079867910986,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas sp.","Pseudomonas",NA,"NS"
"ASV128",17.9016892011087,24.4178261006213,2.92062170934146,8.36048914603429,6.24587447952287e-17,4.22028072290289e-16,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"High"
"ASV80",302.780378768353,1.38781912707717,2.86877104470932,0.48376782442664,0.628550652324934,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter sp.","Agathobacter",NA,"NS"
"ASV149",126.755042364523,2.29371378177629,2.89204908651105,0.793110252683648,0.4277135898975,0.945109061547701,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia sp.","Marvinbryantia",NA,"NS"
"ASV44",462.546745569364,1.83345223974553,2.58650370835145,0.708853512881336,0.478415385710699,0.949897215106751,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV35",2632.33873145186,0.140368125015262,1.23074899405062,0.11405097683914,0.909197383369526,0.982149461708405,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera sp.","Megasphaera",NA,"NS"
"ASV36",2310.91403385862,-0.293069587361788,2.03377653786041,-0.144101174296221,0.885420577446861,0.982149461708405,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV62",8133.16812020016,0.853108687074319,0.882790966357181,0.966376775007854,0.333855681251418,0.847004228360079,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella sp.","Escherichia-Shigella",NA,"NS"
"ASV47",5923.66135691455,1.10551561120634,2.33909104471885,0.472626156943462,0.636479917634797,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus pontis","Lactobacillus","pontis","NS"
"ASV252",42.9750505668265,1.26918919342342,2.89285422575676,0.438732509271671,0.660855368318484,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV26",526.566442391979,1.41789873616766,2.07482406154629,0.683382635880438,0.494365089357471,0.967543103456765,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio sp.","Anaerovibrio",NA,"NS"
"ASV75",275.822105133432,1.24650370549317,2.67603062389326,0.465803228992828,0.641356353603071,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV71",434.53974965424,0.376736182622747,2.89139079921264,0.130295836427693,0.896332374039509,0.982149461708405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"NS"
"ASV155",16.326201376784,24.0494684837723,2.9206888302899,8.23417689497079,1.80796373176312e-16,1.07691752718064e-15,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister sp.","Dialister",NA,"High"
"ASV37",967.273324835079,-0.362141061938756,1.91749639246175,-0.188861404570272,0.850201443828862,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 butyricum","Clostridium sensu stricto 1","butyricum","NS"
"ASV50",1354.25707860879,0.527351620835777,1.91944134564728,0.274742243117589,0.783514274222082,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-002 bacterium","Erysipelotrichaceae UCG-002","bacterium","NS"
"ASV156",264.236827327393,-28.843613813467,2.92385400258437,-9.86492957171337,5.90758925125763e-23,8.09339727422296e-21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"Low"
"ASV31",4128.03123045407,0.487757302563134,1.96144669154577,0.248672219676154,0.80361433940995,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV82",8.66719196592204,-24.1737563099381,2.92560096994152,-8.2628343913973,1.42253537236703e-16,8.85851572792194e-16,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"Low"
"ASV42",626.4755891075,-0.557494683208203,2.28826193185197,-0.243632372434306,0.807515554043652,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV181",1.67209412682379,4.06371019506602,2.92563026328994,1.38900333581328,0.164831735683635,0.56454869471645,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV34",774.370664754597,0.656981590151416,2.31207258472105,0.284152666526549,0.776293387544552,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV12",1123.34520929388,0.310818225377361,1.54710469140078,0.200903162601065,0.840774294735647,0.982149461708405,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio sp.","Succinivibrio",NA,"NS"
"ASV83",602.791955629909,0.649757606985284,1.92907232518759,0.336823870469501,0.7362496774329,0.982149461708405,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella sp.","Olsenella",NA,"NS"
"ASV297",54.3156375573654,-26.6722633283267,2.92408439841675,-9.12157779808559,7.40384570588025e-20,1.69054476950932e-18,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"Low"
"ASV121",7.27166509311416,6.19542169793226,2.92010786354285,2.12164138704643,0.0338678641106017,0.14967410913395,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella sp.","Alloprevotella",NA,"NS"
"ASV25",1311.80009209227,1.09579929114477,1.51085061590475,0.725286325205994,0.468276393210029,0.949897215106751,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella copri","Prevotella","copri","NS"
"ASV18",47427.9023697707,-0.377841388062942,1.47890980397078,-0.255486431321546,0.798347422201134,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV102",60.4668312458967,-2.46436020960416,2.89310739035964,-0.851803917758414,0.394322931557109,0.907378261383934,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV79",134.062739560751,27.2447714629975,2.92000375421455,9.33038918997076,1.0548286015401e-20,3.61278796027485e-19,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"High"
"ASV27",721.066528323213,1.23806752300095,2.30238665142456,0.5377322363448,0.590761920532602,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV167",2.90613758652287,4.87698624125067,2.92270042752317,1.66865758643066,0.0951852592497609,0.362232792144923,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group sp.","Rikenellaceae RC9 gut group",NA,"NS"
"ASV166",7.72203676156959,23.2529557885549,2.92155413486548,7.95910488566922,1.73288301484057e-15,9.49619892132633e-15,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"High"
"ASV254",1.20192811456432,3.63152095791507,2.92765076057966,1.24042150341595,0.21481953149793,0.668869904891281,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV118",180.96308792838,2.72497269940827,2.89193976254282,0.942264681547953,0.346057145637944,0.861996890043605,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV78",93.2273409606971,26.7357893924353,2.92004547579022,9.15594966383188,5.38817743820029e-20,1.47636061806688e-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"High"
"ASV101",4.87326380400296,5.62058735090357,2.92096035666522,1.92422582459162,0.0543262834637033,0.218902965721393,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV30",6236.41328507792,-0.0988672508355609,1.14192398290142,-0.0865795379692061,0.931005731149103,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus reuteri","Lactobacillus","reuteri","NS"
"ASV228",54.3866870699338,25.9819205797221,2.92014323346685,8.89748156253141,5.71281740881106e-19,6.52213320839262e-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"High"
"ASV210",25.1125258859088,24.9012497436033,2.92041646512022,8.52660914667805,1.50699982710499e-17,1.31248453355201e-16,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus porcorum","Streptococcus","porcorum","High"
"ASV263",1.20192811456432,3.63152095791507,2.92765076057966,1.24042150341595,0.21481953149793,0.668869904891281,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella sp.","Alloprevotella",NA,"NS"
"ASV91",642.734340702699,0.671229358294532,1.20380159916827,0.55759134956981,0.577123464798908,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV21",41071.7249375086,-0.349526949217067,1.74589163450673,-0.200199681531678,0.841324416233008,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV356",1.20192811456432,3.63152095791507,2.92765076057966,1.24042150341595,0.21481953149793,0.668869904891281,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV54",428.399482559725,1.23337443330658,2.47114828132905,0.499109844045149,0.617702002968442,0.982149461708405,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV14",6846.06804120702,0.674487647357278,1.20140545661628,0.561415501854762,0.574514318693984,0.982149461708405,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera sp.","Megasphaera",NA,"NS"
"ASV182",30.0326480703553,-1.16807453142018,2.89351418632788,-0.403687162461286,0.686442780945586,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV41",1823.70004483863,0.393564895680442,1.79189405449305,0.21963625287645,0.826154455026988,0.982149461708405,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Intestinibacter sp.","Intestinibacter",NA,"NS"
"ASV141",23.0116332945902,24.7778028269964,2.92046281888323,8.48420417023878,2.17200099442819e-17,1.65313409020368e-16,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"High"
"ASV201",615.423175122179,-0.629445495255043,1.89487913405412,-0.332182398308611,0.739751533975732,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc sp.","Leuconostoc",NA,"NS"
"ASV33",4027.12229430596,-1.95834809298792,2.56714702327694,-0.762849994655976,0.445552861290081,0.949897215106751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV22",9419.39436821402,0.103761156967694,0.944394947599776,0.109870512576765,0.912512068487368,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV48",1000.75568682454,-1.39809821132912,2.59716605011116,-0.538316836256689,0.59035832987588,0.982149461708405,"Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter rappini","Helicobacter","rappini","NS"
"ASV148",0.697252653181811,2.9464341454778,2.93101727451011,1.00525990450543,0.314771716530051,0.813655191785227,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV138",11.2183391558985,-24.5232478870577,2.92519256809049,-8.3834644442113,5.13922058386892e-17,3.70564852626338e-16,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella jalaludinii","Mitsuokella","jalaludinii","Low"
"ASV175",0.697252653181811,2.9464341454778,2.93101727451011,1.00525990450543,0.314771716530051,0.813655191785227,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV39",3690.98636843659,-0.686892649277116,2.60974225325738,-0.263203252512682,0.79239392402272,0.982149461708405,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella sp.","Veillonella",NA,"NS"
"ASV7",34632.5498248735,-2.72837570479516,1.30601558538907,-2.08908357244631,0.0367002008493029,0.153460715807277,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"NS"
"ASV23",1399.0338980696,1.41393739481426,2.52094209933384,0.560876584665667,0.574881673486877,0.982149461708405,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus amylovorus","Lactobacillus","amylovorus","NS"
"ASV259",56.5015340538785,26.0359414922916,2.92013448875049,8.91600766765789,4.83400072538105e-19,6.35015356528266e-18,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"High"
"ASV447",0.726534396630718,2.99517497965906,2.93078779256827,1.02196924228157,0.30679545815718,0.813655191785227,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella sp.","Alloprevotella",NA,"NS"
"ASV6",21423.3455710017,0.0480907384004796,1.27148749884854,0.0378224232987194,0.969829265954622,0.984197106931728,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV84",39.0539905019567,2.06994460418966,2.89358086774014,0.715357440763791,0.4743882033815,0.949897215106751,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter sp.","Agathobacter",NA,"NS"
"ASV116",224.154220042152,27.9641009063993,2.86167517195041,9.77193399883328,1.48588121071652e-22,1.01782862934081e-20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella sp.","Alloprevotella",NA,"High"
"ASV194",0.726534396630718,2.99517497965906,2.93078779256827,1.02196924228157,0.30679545815718,0.813655191785227,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
