"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Bacteria_name","Genus","Species","AbundLev"
"ASV750",11.1263634640403,-5.42354204209921,3.53601038356054,-1.53380263454941,0.125078214674134,0.174520126757365,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"NS"
"ASV46",4416.10691181531,0.217439929216965,3.33177016270414,0.0652625837313116,0.9479649326636,0.958757702295444,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV3784",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema sp.","Treponema",NA,"NS"
"ASV3436",2.53972296745311,-3.28018621738949,3.54342485826048,-0.925710675010553,0.354596358709491,0.415384305916832,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV3783",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV2242",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV81",119.810103038668,-22.8982860195155,3.53402328517508,-6.47938176173648,9.20992064861598e-11,5.84391393537181e-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"Low"
"ASV1217",10.8778327023669,23.2544244919679,3.40484761208286,6.82979890478636,8.5033745956586e-12,8.55150690469062e-11,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus sp.","Ruminococcus",NA,"High"
"ASV4039",6.19490485091359,7.37302692195526,3.40820156359216,2.16331891890346,0.0305166589547334,0.0729389202819413,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV1996",6.5001683221461,7.44554037390256,3.40782068860597,2.18483924309653,0.0289006355693574,0.0726605601814504,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV6424",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1276",8.6663092115851,22.94881803994,3.40597800077132,6.73780571534606,1.60796371093337e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"High"
"ASV51",6491.69148359684,2.20478169461825,2.96109139127294,0.744584142561854,0.456523157153783,0.521042489856459,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV430",58.6120023618618,1.53781415980389,3.334294112886,0.461211311221982,0.64464700722599,0.702652054910947,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV879",25.0211424164043,-20.7747495662196,3.53479236547853,-5.8772192022111,4.17215585551231e-09,2.22375907098806e-08,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"Low"
"ASV1270",14.3306524871808,8.5840892611783,3.40378504891383,2.52192460388107,0.0116714721416001,0.0398775298171336,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV4203",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV151",335.092600902502,-24.2953050725935,3.53389293419921,-6.87494090086203,6.20155635480324e-12,7.03282880236198e-11,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"Low"
"ASV1927",8.6663092115851,22.94881803994,3.40597800077132,6.73780571534606,1.60796371093337e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"High"
"ASV853",29.1858033168295,9.61065519874696,3.13376815667921,3.06680479162542,0.00216360102937271,0.00953057312938558,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV2630",8.75532876044168,22.962200544569,3.40591861290104,6.7418523911852,1.56379913968559e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"High"
"ASV953",14.3306524871808,8.5840892611783,3.40378504891383,2.52192460388107,0.0116714721416001,0.0398775298171336,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV2453",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1024",9.25023407652389,2.87323009977983,3.34875522749486,0.857999436981614,0.390892774316904,0.454903599805479,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1724",4.83286070708571,-4.22056647551897,3.53884785247574,-1.19263857940835,0.233010949813556,0.296407723748509,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Pseudoscardovia sp.","Pseudoscardovia",NA,"NS"
"ASV76",36.8034367482008,-21.2917376287604,3.53447985823023,-6.02400876020876,1.70149150557552e-09,9.25403033134441e-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"Low"
"ASV2023",2.53972296745311,-3.28018621738949,3.54342485826048,-0.925710675010553,0.354596358709491,0.415384305916832,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1220",29.7127428332889,9.63670794452392,3.40204397672042,2.83262297914612,0.00461678033835092,0.01836376059956,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1490",15.7047266366557,8.71654973807809,3.11985704343422,2.79389395627026,0.0052077552989344,0.0204098056936179,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV4",1469.55504259571,-6.79640987496736,2.06732653957968,-3.28753573508962,0.00101068361154411,0.00472538916625449,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella sp.","Escherichia-Shigella",NA,"NS"
"ASV6854",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1145",14.9501417877493,1.91852847241184,3.34151353451094,0.574149544090546,0.565866609345488,0.627041377923379,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1887",6.53167880395978,7.45179297562691,3.40778873255674,2.18669452845925,0.0287648313143928,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV3786",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV57",1382.31772494802,1.14682208078934,3.33183838958732,0.344200992573167,0.730695135894219,0.776821051322106,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus delbrueckii","Lactobacillus","delbrueckii","NS"
"ASV11",1979.14262817646,-1.33157484864183,2.35307779330443,-0.565886454086121,0.571470970528196,0.631937815957528,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV207",249.948158891931,-22.3957824771743,3.47844989974672,-6.43843755771932,1.20709599927187e-10,7.4811879954873e-10,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia sp.","Shuttleworthia",NA,"Low"
"ASV226",22.7427278747781,1.80081335775639,3.33819952833289,0.539456477203365,0.589571920314423,0.647921306242448,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus sp.","Peptococcus",NA,"NS"
"ASV184",800.628340568857,-0.993610661696685,2.84985840183618,-0.348652642200221,0.727350101817039,0.775355208536964,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV1488",16.023735996722,4.38209614601132,3.34792427973215,1.30889941942233,0.190568423321544,0.250992744963388,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV2277",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV1889",9.19849508165957,23.0249528050134,3.40566225379244,6.76078574126764,1.37245362137841e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"High"
"ASV38",71.8354960470505,-1.18402151745659,3.3374796186832,-0.354765167951422,0.722765525139058,0.772012073946128,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio sp.","Anaerovibrio",NA,"NS"
"ASV3508",6.5001683221461,7.44554037390256,3.40782068860597,2.18483924309653,0.0289006355693574,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-008 sp.","UCG-008",NA,"NS"
"ASV124",61.991155929721,10.6976203622309,3.40119978456868,3.14524904146067,0.00165945500454836,0.00749567387647693,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia sp.","Roseburia",NA,"NS"
"ASV3775",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1294",13.8814229331129,8.53910172314371,3.40389149750605,2.5086292349213,0.0121200624165356,0.0408860333418573,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV3794",5.13215740552127,7.10218700891338,3.40980557485851,2.08287154589689,0.0372629338688777,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1399",2.53972296745311,-3.28018621738949,3.54342485826048,-0.925710675010553,0.354596358709491,0.415384305916832,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV178",415.151646577671,-24.5895717992235,3.53387894562964,-6.95823829212755,3.44554073451642e-12,5.24706631856358e-11,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera sp.","Megasphaera",NA,"Low"
"ASV5",134619.074793915,2.54867754906507,1.80128171913075,1.41492445184809,0.15709064785772,0.213595192112665,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV100",344.746377494919,-2.15362224540495,3.31886669157234,-0.648902907391154,0.516401135383629,0.578239086469484,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1200",17.3815583296607,4.82622008011991,3.27332111767775,1.47441082210225,0.140371012394024,0.193327518361796,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2705",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV63",739.431907082426,1.83880543524084,2.44827208738954,0.75106253292356,0.452615022916745,0.517690573421943,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum sp.","Subdoligranulum",NA,"NS"
"ASV4375",4.1911074114945,-4.01644468438012,3.53960759528717,-1.13471467564027,0.25649488631163,0.323961550720613,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV59",280.843925636293,-24.0582083697227,3.53390692916002,-6.80782172592224,9.90875417598249e-12,9.78030736259013e-11,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"Low"
"ASV9",41939.0420573135,0.171691767816397,1.99792987670594,0.0859348317566937,0.931518222178759,0.947517580956639,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sanguinis","Turicibacter","sanguinis","NS"
"ASV19",405.434292480671,-0.374830989279566,3.3323952496091,-0.112480951748907,0.91044207219202,0.93207704300897,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrionaceae UCG-001 sp.","Succinivibrionaceae UCG-001",NA,"NS"
"ASV1201",14.4789363003873,1.3067045181162,3.34246822117598,0.390939997525679,0.69584158820729,0.750776450434182,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV24",1166.09156500628,-1.50966350767284,3.3321493465013,-0.453059977416066,0.650505553693695,0.707590734936203,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV1965",10.8778327023669,23.2544244919679,3.40484761208286,6.82979890478636,8.5033745956586e-12,8.55150690469062e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"High"
"ASV2330",3.09606654236727,-3.57995406583193,3.54163660229189,-1.01081914037009,0.312103000435896,0.378070225528029,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV3791",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella sp.","Holdemanella",NA,"NS"
"ASV232",634.129222523411,6.09643143742138,3.33277017404937,1.82923847701569,0.0673638906652348,0.0986399827598081,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella sp.","Weissella",NA,"NS"
"ASV956",45.2493358532018,3.35523354498259,3.33563601336546,1.00587520087282,0.314475606933047,0.379220584831027,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1013",6.19490485091359,7.37302692195526,3.40820156359216,2.16331891890346,0.0305166589547334,0.0729389202819413,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV1130",17.4846589356541,23.9289382716458,3.40317758287916,7.03135163795991,2.04542284874737e-12,3.75934613235292e-11,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"High"
"ASV5234",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV119",99.446838474673,-22.6434942919891,3.53406467761566,-6.40720992895525,1.48206691309565e-10,9.0797892491952e-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001 sp.","Prevotellaceae UCG-001",NA,"Low"
"ASV3596",6.53774203680981,7.45278562198196,3.40778367199597,2.18698906366224,0.028743322374208,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV717",46.1459639100158,10.2716916363761,3.40146671570558,3.01978308032492,0.00252955782664283,0.0108730187225857,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV40",5242.95703311159,-4.19395626968356,2.65138621067682,-1.58179757169853,0.113695789559577,0.161169829349081,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV3998",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV317",192.345542319556,8.52821251291426,3.27185609275064,2.60653655636322,0.0091463060156677,0.0324998740423392,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV1929",8.6109709039415,3.28901017662369,3.35189786396461,0.981238185084034,0.326475297818351,0.392802107758873,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV6856",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2707",7.19469764224048,1.10599218636176,3.35420174416956,0.329733352588064,0.741601450126256,0.781173069006511,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1",183343.693680426,1.63901086193955,1.8927880865886,0.8659241219621,0.386531773879989,0.450812769098542,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1025",10.9539205611048,6.29096200492518,3.07912849808677,2.04309823667122,0.0410427144465869,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV28",11851.4995216433,4.88716216810601,2.85811121427681,1.7099272217588,0.0872793319117407,0.126070146094737,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"NS"
"ASV85",95.2815202992451,-21.826483708412,3.53407532430924,-6.17600976365101,6.57419232819711e-10,3.65583506387323e-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"Low"
"ASV2503",4.25107111670054,6.83279749295952,3.41172836199523,2.00273784075928,0.0452054348592967,0.0795197913531523,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV106",452.28373816932,-10.7753445140314,3.20063705194705,-3.36662493720631,0.000760941043016567,0.00358921748608699,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister succinatiphilus","Dialister","succinatiphilus","NS"
"ASV1219",6.5001683221461,7.44554037390256,3.40782068860597,2.18483924309653,0.0289006355693574,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Syntrophococcus sp.","Syntrophococcus",NA,"NS"
"ASV2240",11.7589189911877,8.29969912766314,3.40451726086925,2.43784903752964,0.0147749427923717,0.0471559551397252,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV618",45.7150454135705,10.2584061297572,3.40147637520639,3.01586869881897,0.00256244194737538,0.0109262524636086,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV186",85.0419151868349,-22.4354615801201,3.53410610153666,-6.34827052033467,2.17748939154242e-10,1.30404701763159e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"Low"
"ASV941",30.2748148904204,9.66383224062819,3.10443217061523,3.11291460386877,0.0018524961126135,0.00822817023352497,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV380",23.1458571564444,5.61940113658457,3.35297223437917,1.67594621839302,0.0937487275498856,0.134684829606709,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium sp.","Atopobium",NA,"NS"
"ASV105",76.6491033927933,-22.2871335269061,3.53413740440365,-6.30624420520142,2.85887840846261e-10,1.69309132412286e-09,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium sp.","Faecalibacterium",NA,"Low"
"ASV4201",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"NS"
"ASV944",17.5687860029184,1.43694245097264,3.2581671580817,0.441027848251551,0.659192836352985,0.715580003617395,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV99",2707.70925594026,-27.136924480198,3.53382937161591,-7.67918357863134,1.60105660270904e-14,1.21909024177702e-12,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"Low"
"ASV970",18.5944971023509,1.2783095132357,3.34012970781925,0.382712536654842,0.701932917998477,0.754294849381428,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1994",15.2056755431515,23.72979818129,3.40359213087207,6.97198643928288,3.12496682809225e-12,4.90050909362164e-11,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"High"
"ASV670",8.6663092115851,22.94881803994,3.40597800077132,6.73780571534606,1.60796371093337e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"High"
"ASV1758",10.883895935217,8.18850488952613,3.4048451109248,2.4049566493502,0.0161743843347352,0.0504148938620693,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1385",12.2020853124056,23.4204111860171,3.40437248218844,6.8795090162877,6.00591968923937e-12,6.95903303122736e-11,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"High"
